source,ordering,basis,counts_0,counts_1,expectation,standard_error,shots
hardware,GE,X,2009,1991,0.0044999999999999485,0.015811228209724883,4000
hardware,GE,Y,60,3940,-0.97,0.003843826218756514,4000
hardware,GE,Z,2038,1962,0.018999999999999906,0.0158085340876376,4000
hardware,EG,X,3893,107,0.9464999999999999,0.0051023952708507455,4000
hardware,EG,Y,1975,2025,-0.012499999999999956,0.015810152987874596,4000
hardware,EG,Z,1961,2039,-0.019499999999999962,0.01580838187481565,4000
